ICD10CodeID,Code,ICD_Title
9822,V51.4,"Occupant of pickup truck or van injured in collision with pedal cycle, person injured while boarding or alighting"
9823,V51.5,"Occupant of pickup truck or van injured in collision with pedal cycle, driver injured in traffic accident"
9824,V51.6,"Occupant of pickup truck or van injured in collision with pedal cycle, passenger injured in traffic accident"
9825,V51.7,"Occupant of pickup truck or van injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
9826,V51.9,"Occupant of pickup truck or van injured in collision with pedal cycle, unspecified occupant of pickup truck or van injured in traffic accident"
9827,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
9828,V52.0,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
9829,V52.1,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
9830,V52.2,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
9831,V52.3,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of pickup truck or van injured in nontraffic accident"
9832,V52.4,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
9833,V52.5,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
9834,V52.6,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
9835,V52.7,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
9836,V52.9,"Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of pickup truck or van injured in traffic accident"
9837,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
9838,V53.0,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, driver injured in nontraffic accident"
9839,V53.1,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, passenger injured in nontraffic accident"
9840,V53.2,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, person on outside of vehicle injured in nontraffic accident"
9841,V53.3,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, unspecified occupant of pickup truck or van injured in nontraffic accident"
9842,V53.4,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, person injured while boarding or alighting"
9843,V53.5,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, driver injured in traffic accident"
9844,V53.6,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, passenger injured in traffic accident"
9845,V53.7,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, person on outside of vehicle injured in traffic accident"
9846,V53.9,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van, unspecified occupant of pickup truck or van injured in traffic accident"
9847,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
9848,V54.0,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
9849,V54.1,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
9850,V54.2,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
9851,V54.3,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pickup truck or van injured in nontraffic accident"
9852,V54.4,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
9853,V54.5,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
9854,V54.6,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
9855,V54.7,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
9856,V54.9,"Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pickup truck or van injured in traffic accident"
9857,V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
9858,V55.0,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
9859,V55.1,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
9860,V55.2,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
9861,V55.3,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, unspecified occupant of pickup truck or van injured in nontraffic accident"
9862,V55.4,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
9863,V55.5,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, driver injured in traffic accident"
9864,V55.6,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
9865,V55.7,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
9866,V55.9,"Occupant of pickup truck or van injured in collision with railway train or railway vehicle, unspecified occupant of pickup truck or van injured in traffic accident"
9867,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
9868,V56.0,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
9869,V56.1,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
9870,V56.2,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
9871,V56.3,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pickup truck or van injured in nontraffic accident"
9872,V56.4,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
9873,V56.5,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, driver injured in traffic accident"
9874,V56.6,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
9875,V56.7,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
9876,V56.9,"Occupant of pickup truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pickup truck or van injured in traffic accident"
9877,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
9878,V57.0,"Occupant of pickup truck or van injured in collision with fixed or stationary object, driver injured in nontraffic accident"
9879,V57.1,"Occupant of pickup truck or van injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
9880,V57.2,"Occupant of pickup truck or van injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
9881,V57.3,"Occupant of pickup truck or van injured in collision with fixed or stationary object, unspecified occupant of pickup truck or van injured in nontraffic accident"
9882,V57.4,"Occupant of pickup truck or van injured in collision with fixed or stationary object, person injured while boarding or alighting"
9883,V57.5,"Occupant of pickup truck or van injured in collision with fixed or stationary object, driver injured in traffic accident"
9884,V57.6,"Occupant of pickup truck or van injured in collision with fixed or stationary object, passenger injured in traffic accident"
9885,V57.7,"Occupant of pickup truck or van injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
9886,V57.9,"Occupant of pickup truck or van injured in collision with fixed or stationary object, unspecified occupant of pickup truck or van injured in traffic accident"
9887,V58,Occupant of pick-up truck or van injured in noncollision transport accident
9888,V58.0,"Occupant of pickup truck or van injured in noncollision transport accident, driver injured in nontraffic accident"
9889,V58.1,"Occupant of pickup truck or van injured in noncollision transport accident, passenger injured in nontraffic accident"
9890,V58.2,"Occupant of pickup truck or van injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident"
9891,V58.3,"Occupant of pickup truck or van injured in noncollision transport accident, unspecified occupant of pickup truck or van injured in nontraffic accident"
9892,V58.4,"Occupant of pickup truck or van injured in noncollision transport accident, person injured while boarding or alighting"
9893,V58.5,"Occupant of pickup truck or van injured in noncollision transport accident, driver injured in traffic accident"
9894,V58.6,"Occupant of pickup truck or van injured in noncollision transport accident, passenger injured in traffic accident"
9895,V58.7,"Occupant of pickup truck or van injured in noncollision transport accident, person on outside of vehicle injured in traffic accident"
9896,V58.9,"Occupant of pickup truck or van injured in noncollision transport accident, unspecified occupant of pickup truck or van injured in traffic accident"
9897,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
9898,V59.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
9899,V59.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
9900,V59.2,Unspecified occupant of pickup truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
9901,V59.3,Occupant [any] of pickup truck or van injured in unspecified nontraffic accident
9902,V59.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident
9903,V59.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
9904,V59.6,Unspecified occupant of pickup truck or van injured in collision with other and unspecified motor vehicles in traffic accident
9905,V59.8,Occupant [any] of pickup truck or van injured in other specified transport accidents
9906,V59.9,Occupant [any] of pickup truck or van injured in unspecified traffic accident
9907,V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
9908,V60.0,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, driver injured in nontraffic accident"
9909,V60.1,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
9910,V60.2,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
9911,V60.3,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9912,V60.4,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, person injured while boarding or alighting"
9913,V60.5,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, driver injured in traffic accident"
9914,V60.6,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, passenger injured in traffic accident"
9915,V60.7,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident"
9916,V60.9,"Occupant of heavy transport vehicle injured in collision with pedestrian or animal, unspecified occupant of heavy transport vehicle injured in traffic accident"
9917,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
9918,V61.0,"Occupant of heavy transport vehicle injured in collision with pedal cycle, driver injured in nontraffic accident"
9919,V61.1,"Occupant of heavy transport vehicle injured in collision with pedal cycle, passenger injured in nontraffic accident"
9920,V61.2,"Occupant of heavy transport vehicle injured in collision with pedal cycle, person on outside of vehicle injured in nontraffic accident"
9921,V61.3,"Occupant of heavy transport vehicle injured in collision with pedal cycle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9922,V61.4,"Occupant of heavy transport vehicle injured in collision with pedal cycle, person injured while boarding or alighting"
9923,V61.5,"Occupant of heavy transport vehicle injured in collision with pedal cycle, driver injured in traffic accident"
9924,V61.6,"Occupant of heavy transport vehicle injured in collision with pedal cycle, passenger injured in traffic accident"
9925,V61.7,"Occupant of heavy transport vehicle injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
9926,V61.9,"Occupant of heavy transport vehicle injured in collision with pedal cycle, unspecified occupant of heavy transport vehicle injured in traffic accident"
9927,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
9928,V62.0,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
9929,V62.1,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
9930,V62.2,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
9931,V62.3,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9932,V62.4,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
9933,V62.5,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
9934,V62.6,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
9935,V62.7,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
9936,V62.9,"Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident"
9937,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
9938,V63.0,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, driver injured in nontraffic accident"
9939,V63.1,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, passenger injured in nontraffic accident"
9940,V63.2,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, person on outside of vehicle injured in nontraffic accident"
9941,V63.3,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9942,V63.4,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, person injured while boarding or alighting"
9943,V63.5,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, driver injured in traffic accident"
9944,V63.6,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, passenger injured in traffic accident"
9945,V63.7,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, person on outside of vehicle injured in traffic accident"
9946,V63.9,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van, unspecified occupant of heavy transport vehicle injured in traffic accident"
9947,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
9948,V64.0,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
9949,V64.1,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
9950,V64.2,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
9951,V64.3,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9952,V64.4,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
9953,V64.5,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
9954,V64.6,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
9955,V64.7,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
9956,V64.9,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of heavy transport vehicle injured in traffic accident"
9957,V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
9958,V65.0,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
9959,V65.1,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
9960,V65.2,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
9961,V65.3,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9962,V65.4,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
9963,V65.5,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, driver injured in traffic accident"
9964,V65.6,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
9965,V65.7,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
9966,V65.9,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident"
9967,V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
9968,V66.0,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
9969,V66.1,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
9970,V66.2,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
9971,V66.3,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9972,V66.4,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
9973,V66.5,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, driver injured in traffic accident"
9974,V66.6,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
9975,V66.7,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
9976,V66.9,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident"
9977,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
9978,V67.0,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver injured in nontraffic accident"
9979,V67.1,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
9980,V67.2,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
9981,V67.3,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9982,V67.4,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person injured while boarding or alighting"
9983,V67.5,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver injured in traffic accident"
9984,V67.6,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident"
9985,V67.7,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
9986,V67.9,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, unspecified occupant of heavy transport vehicle injured in traffic accident"
9987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
9988,V68.0,"Occupant of heavy transport vehicle injured in noncollision transport accident, driver injured in nontraffic accident"
9989,V68.1,"Occupant of heavy transport vehicle injured in noncollision transport accident, passenger injured in nontraffic accident"
9990,V68.2,"Occupant of heavy transport vehicle injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident"
9991,V68.3,"Occupant of heavy transport vehicle injured in noncollision transport accident, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
9992,V68.4,"Occupant of heavy transport vehicle injured in noncollision transport accident, person injured while boarding or alighting"
9993,V68.5,"Occupant of heavy transport vehicle injured in noncollision transport accident, driver injured in traffic accident"
9994,V68.6,"Occupant of heavy transport vehicle injured in noncollision transport accident, passenger injured in traffic accident"
9995,V68.7,"Occupant of heavy transport vehicle injured in noncollision transport accident, person on outside of vehicle injured in traffic accident"
9996,V68.9,"Occupant of heavy transport vehicle injured in noncollision transport accident, unspecified occupant of heavy transport vehicle injured in traffic accident"
9997,V69,Occupant of heavy transport vehicle injured in other and unspecified transport accidents
9998,V69.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
9999,V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
10000,V69.2,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
10001,V69.3,Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident
10002,V69.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident
10003,V69.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
10004,V69.6,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident
10005,V69.8,Occupant [any] of heavy transport vehicle injured in other specified transport accidents
10006,V69.9,Occupant [any] of heavy transport vehicle injured in unspecified traffic accident
10007,V70,Bus occupant injured in collision with pedestrian or animal
10008,V70.0,"Bus occupant injured in collision with pedestrian or animal, driver injured in nontraffic accident"
10009,V70.1,"Bus occupant injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
10010,V70.2,"Bus occupant injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
10011,V70.3,"Bus occupant injured in collision with pedestrian or animal, unspecified bus occupant injured in nontraffic accident"
10012,V70.4,"Bus occupant injured in collision with pedestrian or animal, person injured while boarding or alighting"
10013,V70.5,"Bus occupant injured in collision with pedestrian or animal, driver injured in traffic accident"
10014,V70.6,"Bus occupant injured in collision with pedestrian or animal, passenger injured in traffic accident"
10015,V70.7,"Bus occupant injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident"
10016,V70.9,"Bus occupant injured in collision with pedestrian or animal, unspecified bus occupant injured in traffic accident"
10017,V71,Bus occupant injured in collision with pedal cycle
10018,V71.0,"Bus occupant injured in collision with pedal cycle, driver injured in nontraffic accident"
10019,V71.1,"Bus occupant injured in collision with pedal cycle, passenger injured in nontraffic accident"
10020,V71.2,"Bus occupant injured in collision with pedal cycle, person on outside of vehicle injured in nontraffic accident"
10021,V71.3,"Bus occupant injured in collision with pedal cycle, unspecified bus occupant injured in nontraffic accident"
10022,V71.4,"Bus occupant injured in collision with pedal cycle, person injured while boarding or alighting"
10023,V71.5,"Bus occupant injured in collision with pedal cycle, driver injured in traffic accident"
10024,V71.6,"Bus occupant injured in collision with pedal cycle, passenger injured in traffic accident"
10025,V71.7,"Bus occupant injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
10026,V71.9,"Bus occupant injured in collision with pedal cycle, unspecified bus occupant injured in traffic accident"
10027,V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle
10028,V72.0,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
10029,V72.1,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
10030,V72.2,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
10031,V72.3,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant injured in nontraffic accident"
10032,V72.4,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
10033,V72.5,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
10034,V72.6,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
10035,V72.7,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
10036,V72.9,"Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant injured in traffic accident"
10037,V73,"Bus occupant injured in collision with car, pick-up truck or van"
10038,V73.0,"Bus occupant injured in collision with car, pickup truck, or van, driver injured in nontraffic accident"
10039,V73.1,"Bus occupant injured in collision with car, pickup truck, or van, passenger injured in nontraffic accident"
10040,V73.2,"Bus occupant injured in collision with car, pickup truck, or van, person on outside of vehicle injured in nontraffic accident"
10041,V73.3,"Bus occupant injured in collision with car, pickup truck, or van, unspecified bus occupant injured in nontraffic accident"
10042,V73.4,"Bus occupant injured in collision with car, pickup truck, or van, person injured while boarding or alighting"
10043,V73.5,"Bus occupant injured in collision with car, pickup truck, or van, driver injured in traffic accident"
10044,V73.6,"Bus occupant injured in collision with car, pickup truck, or van, passenger injured in traffic accident"
10045,V73.7,"Bus occupant injured in collision with car, pickup truck, or van, person on outside of vehicle injured in traffic accident"
10046,V73.9,"Bus occupant injured in collision with car, pickup truck, or van, unspecified bus occupant injured in traffic accident"
10047,V74,Bus occupant injured in collision with heavy transport vehicle or bus
10048,V74.0,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
10049,V74.1,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
10050,V74.2,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
10051,V74.3,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident"
10052,V74.4,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
10053,V74.5,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
10054,V74.6,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
10055,V74.7,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
10056,V74.9,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in traffic accident"
10057,V75,Bus occupant injured in collision with railway train or railway vehicle
10058,V75.0,"Bus occupant injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
10059,V75.1,"Bus occupant injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
10060,V75.2,"Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
10061,V75.3,"Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant injured in nontraffic accident"
10062,V75.4,"Bus occupant injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
10063,V75.5,"Bus occupant injured in collision with railway train or railway vehicle, driver injured in traffic accident"
10064,V75.6,"Bus occupant injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
10065,V75.7,"Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
10066,V75.9,"Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant injured in traffic accident"
10067,V76,Bus occupant injured in collision with other nonmotor vehicle
10068,V76.0,"Bus occupant injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
10069,V76.1,"Bus occupant injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
10070,V76.2,"Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
10071,V76.3,"Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant injured in nontraffic accident"
10072,V76.4,"Bus occupant injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
10073,V76.5,"Bus occupant injured in collision with other nonmotor vehicle, driver injured in traffic accident"
10074,V76.6,"Bus occupant injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
10075,V76.7,"Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
10076,V76.9,"Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant injured in traffic accident"
10077,V77,Bus occupant injured in collision with fixed or stationary object
10078,V77.0,"Bus occupant injured in collision with fixed or stationary object, driver injured in nontraffic accident"
10079,V77.1,"Bus occupant injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
10080,V77.2,"Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
10081,V77.3,"Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant injured in nontraffic accident"
10082,V77.4,"Bus occupant injured in collision with fixed or stationary object, person injured while boarding or alighting"
10083,V77.5,"Bus occupant injured in collision with fixed or stationary object, driver injured in traffic accident"
10084,V77.6,"Bus occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"
10085,V77.7,"Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
10086,V77.9,"Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant injured in traffic accident"
10087,V78,Bus occupant injured in noncollision transport accident
10088,V78.0,"Bus occupant injured in noncollision transport accident, driver injured in nontraffic accident"
10089,V78.1,"Bus occupant injured in noncollision transport accident, passenger injured in nontraffic accident"
10090,V78.2,"Bus occupant injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident"
10091,V78.3,"Bus occupant injured in noncollision transport accident, unspecified bus occupant injured in nontraffic accident"
10092,V78.4,"Bus occupant injured in noncollision transport accident, person injured while boarding or alighting"
10093,V78.5,"Bus occupant injured in noncollision transport accident, driver injured in traffic accident"
10094,V78.6,"Bus occupant injured in noncollision transport accident, passenger injured in traffic accident"
10095,V78.7,"Bus occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident"
10096,V78.9,"Bus occupant injured in noncollision transport accident, unspecified bus occupant injured in traffic accident"
10097,V79,Bus occupant injured in other and unspecified transport accidents
10098,V79.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
